row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,sales_outlier_flag,profit_outlier_flag,quantity_outlier_flag,discount_outlier_flag,order_year,order_month,order_month_name,order_quarter,ship_days,revenue,cost,profit_margin,discount_band,profitability_status,customer_order_count,customer_lifetime_value,customer_value_segment
7801,CA-2017-157413,2017-06-01,2017-06-06,Standard Class,BW-11065,Barry Weirich,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",324.744,3,0.2,-77.1267,0,1,0,0,2017,2017-06-01,Jun,Q2,5,324.744,401.87070000000006,-0.2375,Medium,Loss-Making,3,-58.28659999999999,Low Value
7802,CA-2014-143637,2014-03-24,2014-03-29,Second Class,MS-17710,Maurice Satty,Consumer,United States,Fresno,California,93727,West,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40.48,2,0.0,14.5728,0,0,0,0,2014,2014-03-01,Mar,Q1,5,40.48,25.907199999999996,0.36000000000000004,No Discount,Profitable,6,247.4348,Medium Value
7803,CA-2015-102260,2015-09-22,2015-09-26,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,OFF-LA-10003714,Office Supplies,Labels,Avery 510,12.0,4,0.2,4.2,0,0,0,0,2015,2015-09-01,Sep,Q3,4,12.0,7.8,0.35000000000000003,Medium,Profitable,12,144.1189,Medium Value
7804,CA-2015-102260,2015-09-22,2015-09-26,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,720.064,4,0.2,-63.0056,1,1,0,0,2015,2015-09-01,Sep,Q3,4,720.064,783.0695999999999,-0.08750000000000001,Medium,Loss-Making,12,144.1189,Medium Value
7805,CA-2015-102260,2015-09-22,2015-09-26,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",25.424,1,0.2,-4.767,0,0,0,0,2015,2015-09-01,Sep,Q3,4,25.424,30.191,-0.18750000000000003,Medium,Loss-Making,12,144.1189,Medium Value
7806,CA-2015-102260,2015-09-22,2015-09-26,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,2.816,2,0.2,0.3168,0,0,0,0,2015,2015-09-01,Sep,Q3,4,2.816,2.4991999999999996,0.11250000000000002,Medium,Profitable,12,144.1189,Medium Value
7807,CA-2015-102260,2015-09-22,2015-09-26,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",3.204,2,0.7,-2.5632,0,0,0,1,2015,2015-09-01,Sep,Q3,4,3.204,5.767200000000001,-0.8,Very High,Loss-Making,12,144.1189,Medium Value
7808,US-2016-137295,2016-01-08,2016-01-13,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,27604,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",30.828,7,0.7,-24.6624,0,0,0,1,2016,2016-01-01,Jan,Q1,5,30.828,55.4904,-0.8,Very High,Loss-Making,4,-262.8093,Low Value
7809,US-2016-137295,2016-01-08,2016-01-13,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,27604,South,OFF-AR-10001955,Office Supplies,Art,Newell 319,47.616,3,0.2,5.952,0,0,0,0,2016,2016-01-01,Jan,Q1,5,47.616,41.664,0.125,Medium,Profitable,4,-262.8093,Low Value
7810,US-2016-137295,2016-01-08,2016-01-13,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,27604,South,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,108.784,2,0.2,10.8784,0,0,0,0,2016,2016-01-01,Jan,Q1,5,108.784,97.9056,0.09999999999999999,Medium,Profitable,4,-262.8093,Low Value
7811,CA-2016-134334,2016-02-14,2016-02-15,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",4.77,1,0.0,2.1465,0,0,0,0,2016,2016-02-01,Feb,Q1,1,4.77,2.6234999999999995,0.45000000000000007,No Discount,Profitable,7,536.3935,High Value
7812,CA-2016-134334,2016-02-14,2016-02-15,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735,East,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3,0.0,2.0748,0,0,0,0,2016,2016-02-01,Feb,Q1,1,7.98,5.905200000000001,0.26,No Discount,Profitable,7,536.3935,High Value
7813,CA-2016-134334,2016-02-14,2016-02-15,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735,East,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,550.431,3,0.3,-47.1798,1,1,0,0,2016,2016-02-01,Feb,Q1,1,550.431,597.6108,-0.08571428571428572,High,Loss-Making,7,536.3935,High Value
7814,CA-2016-134334,2016-02-14,2016-02-15,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735,East,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,10.56,6,0.0,4.6464,0,0,0,0,2016,2016-02-01,Feb,Q1,1,10.56,5.913600000000001,0.43999999999999995,No Discount,Profitable,7,536.3935,High Value
7815,US-2017-109316,2017-06-08,2017-06-10,First Class,MG-17680,Maureen Gastineau,Home Office,United States,Los Angeles,California,90049,West,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1497.666,2,0.15,140.9568,1,1,0,0,2017,2017-06-01,Jun,Q2,2,1497.666,1356.7092,0.09411764705882353,Medium,Profitable,4,25.888599999999972,Low Value
7816,US-2017-109316,2017-06-08,2017-06-10,First Class,MG-17680,Maureen Gastineau,Home Office,United States,Los Angeles,California,90049,West,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,17.52,2,0.2,-3.504,0,0,0,0,2017,2017-06-01,Jun,Q2,2,17.52,21.024,-0.2,Medium,Loss-Making,4,25.888599999999972,Low Value
7817,CA-2016-138478,2016-10-21,2016-10-26,Second Class,DP-13390,Dennis Pardue,Home Office,United States,North Las Vegas,Nevada,89031,West,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,113.22,3,0.0,29.4372,0,0,0,0,2016,2016-10-01,Oct,Q4,5,113.22,83.7828,0.26,No Discount,Profitable,9,1571.8318,VIP
7818,CA-2016-138478,2016-10-21,2016-10-26,Second Class,DP-13390,Dennis Pardue,Home Office,United States,North Las Vegas,Nevada,89031,West,OFF-PA-10001801,Office Supplies,Paper,Xerox 193,35.88,6,0.0,17.5812,0,0,0,0,2016,2016-10-01,Oct,Q4,5,35.88,18.298800000000004,0.48999999999999994,No Discount,Profitable,9,1571.8318,VIP
7819,CA-2016-138478,2016-10-21,2016-10-26,Second Class,DP-13390,Dennis Pardue,Home Office,United States,North Las Vegas,Nevada,89031,West,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,4535.976,3,0.2,1644.2913,1,1,0,0,2016,2016-10-01,Oct,Q4,5,4535.976,2891.6847,0.36250000000000004,Medium,Profitable,9,1571.8318,VIP
7820,CA-2017-150469,2017-01-26,2017-01-30,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,San Francisco,California,94109,West,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,11.84,8,0.0,5.6832,0,0,0,0,2017,2017-01-01,Jan,Q1,4,11.84,6.1568,0.48000000000000004,No Discount,Profitable,8,858.7414,VIP
7821,CA-2017-152436,2017-12-08,2017-12-10,Second Class,CW-11905,Carl Weiss,Home Office,United States,Cranston,Rhode Island,2920,East,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",592.74,6,0.0,160.0398,1,1,0,0,2017,2017-12-01,Dec,Q4,2,592.74,432.7002,0.27,No Discount,Profitable,6,370.8298,High Value
7822,CA-2016-169334,2016-10-21,2016-10-24,Second Class,GW-14605,Giulietta Weimer,Consumer,United States,Jackson,Tennessee,38301,South,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",111.672,9,0.2,6.9795,0,0,0,0,2016,2016-10-01,Oct,Q4,3,111.672,104.6925,0.0625,Medium,Profitable,7,-268.54229999999995,Low Value
7823,US-2014-115413,2014-08-26,2014-09-01,Standard Class,PP-18955,Paul Prost,Home Office,United States,Newark,Delaware,19711,East,OFF-AR-10003770,Office Supplies,Art,Newell 340,8.64,3,0.0,2.5056,0,0,0,0,2014,2014-08-01,Aug,Q3,6,8.64,6.134400000000001,0.29,No Discount,Profitable,10,1495.0854,VIP
7824,US-2014-115413,2014-08-26,2014-09-01,Standard Class,PP-18955,Paul Prost,Home Office,United States,Newark,Delaware,19711,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,149.97,3,0.0,52.4895,0,0,0,0,2014,2014-08-01,Aug,Q3,6,149.97,97.4805,0.35,No Discount,Profitable,10,1495.0854,VIP
7825,CA-2014-125150,2014-05-16,2014-05-23,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Los Angeles,California,90036,West,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",232.88,5,0.2,17.466,0,0,0,0,2014,2014-05-01,May,Q2,7,232.88,215.414,0.07500000000000001,Medium,Profitable,10,803.8169,VIP
7826,CA-2015-127327,2015-02-03,2015-02-07,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Rome,New York,13440,East,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",90.882,1,0.1,15.147,0,0,0,0,2015,2015-02-01,Feb,Q1,4,90.882,75.735,0.16666666666666666,Low,Profitable,10,803.8169,VIP
7827,CA-2017-117114,2017-10-31,2017-11-05,Standard Class,CY-12745,Craig Yedwab,Corporate,United States,Chicago,Illinois,60610,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,508.768,4,0.2,38.1576,1,0,0,0,2017,2017-10-01,Oct,Q4,5,508.768,470.61039999999997,0.07500000000000001,Medium,Profitable,8,60.64670000000001,Low Value
7828,CA-2017-117114,2017-10-31,2017-11-05,Standard Class,CY-12745,Craig Yedwab,Corporate,United States,Chicago,Illinois,60610,Central,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",9.912,3,0.2,3.2214,0,0,0,0,2017,2017-10-01,Oct,Q4,5,9.912,6.690600000000001,0.32499999999999996,Medium,Profitable,8,60.64670000000001,Low Value
7829,CA-2015-137302,2015-04-26,2015-05-01,Standard Class,BW-11110,Bart Watters,Corporate,United States,San Diego,California,92105,West,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,63.936,3,0.2,6.3936,0,0,0,0,2015,2015-04-01,Apr,Q2,5,63.936,57.5424,0.1,Medium,Profitable,8,921.2574,VIP
7830,CA-2015-137302,2015-04-26,2015-05-01,Standard Class,BW-11110,Bart Watters,Corporate,United States,San Diego,California,92105,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,0.0,15.4752,0,0,0,0,2015,2015-04-01,Apr,Q2,5,59.52,44.0448,0.25999999999999995,No Discount,Profitable,8,921.2574,VIP
7831,CA-2015-137302,2015-04-26,2015-05-01,Standard Class,BW-11110,Bart Watters,Corporate,United States,San Diego,California,92105,West,TEC-PH-10003174,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,311.976,3,0.2,38.997,0,0,0,0,2015,2015-04-01,Apr,Q2,5,311.976,272.979,0.125,Medium,Profitable,8,921.2574,VIP
7832,CA-2015-137302,2015-04-26,2015-05-01,Standard Class,BW-11110,Bart Watters,Corporate,United States,San Diego,California,92105,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.352,3,0.2,17.6232,0,0,0,0,2015,2015-04-01,Apr,Q2,5,50.352,32.72879999999999,0.35000000000000003,Medium,Profitable,8,921.2574,VIP
7833,CA-2016-112382,2016-05-09,2016-05-13,Standard Class,MB-18085,Mick Brown,Consumer,United States,Houston,Texas,77036,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,19.136,2,0.2,1.9136,0,0,0,0,2016,2016-05-01,May,Q2,4,19.136,17.2224,0.1,Medium,Profitable,7,117.8057,Medium Value
7834,CA-2015-128958,2015-01-24,2015-01-28,Standard Class,CR-12820,Cyra Reiten,Home Office,United States,West Palm Beach,Florida,33407,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,13.12,5,0.2,2.132,0,0,0,0,2015,2015-01-01,Jan,Q1,4,13.12,10.988,0.1625,Medium,Profitable,3,83.27029999999999,Low Value
7835,CA-2015-106257,2015-04-13,2015-04-17,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",241.568,2,0.2,-15.098,0,0,0,0,2015,2015-04-01,Apr,Q2,4,241.568,256.666,-0.0625,Medium,Loss-Making,6,184.7656,Medium Value
7836,CA-2015-106257,2015-04-13,2015-04-17,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,479.92,2,0.2,41.993,0,0,0,0,2015,2015-04-01,Apr,Q2,4,479.92,437.927,0.08750000000000001,Medium,Profitable,6,184.7656,Medium Value
7837,CA-2015-149083,2015-09-25,2015-09-30,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,307.136,4,0.2,-11.5176,0,0,0,0,2015,2015-09-01,Sep,Q3,5,307.136,318.65360000000004,-0.0375,Medium,Loss-Making,13,558.4739999999999,High Value
7838,CA-2015-149083,2015-09-25,2015-09-30,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,98103,West,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",12.6,2,0.0,5.796,0,0,0,0,2015,2015-09-01,Sep,Q3,5,12.6,6.803999999999999,0.46,No Discount,Profitable,13,558.4739999999999,High Value
7839,CA-2015-149083,2015-09-25,2015-09-30,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,98103,West,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,2,0.0,57.5928,0,0,0,0,2015,2015-09-01,Sep,Q3,5,159.98,102.38719999999999,0.36,No Discount,Profitable,13,558.4739999999999,High Value
7840,US-2014-137869,2014-03-28,2014-04-02,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,Des Moines,Iowa,50315,Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,6.12,3,0.0,2.8764,0,0,0,0,2014,2014-03-01,Mar,Q1,5,6.12,3.2436000000000003,0.47,No Discount,Profitable,5,493.0861,High Value
7841,US-2014-137869,2014-03-28,2014-04-02,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,Des Moines,Iowa,50315,Central,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,1184.72,4,0.0,106.6248,1,1,0,0,2014,2014-03-01,Mar,Q1,5,1184.72,1078.0952,0.09,No Discount,Profitable,5,493.0861,High Value
7842,CA-2016-116603,2016-07-17,2016-07-22,Standard Class,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,10024,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,45.96,2,0.0,13.788,0,0,0,0,2016,2016-07-01,Jul,Q3,5,45.96,32.172,0.3,No Discount,Profitable,10,974.107,VIP
7843,CA-2014-158470,2014-04-19,2014-04-23,Second Class,AG-10390,Allen Goldenen,Consumer,United States,Arlington,Virginia,22204,South,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,58.05,3,0.0,26.703,0,0,0,0,2014,2014-04-01,Apr,Q2,4,58.05,31.346999999999998,0.46,No Discount,Profitable,5,69.2784,Low Value
7844,CA-2014-158470,2014-04-19,2014-04-23,Second Class,AG-10390,Allen Goldenen,Consumer,United States,Arlington,Virginia,22204,South,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,71.28,11,0.0,34.2144,0,0,1,0,2014,2014-04-01,Apr,Q2,4,71.28,37.0656,0.48,No Discount,Profitable,5,69.2784,Low Value
7845,US-2017-123834,2017-07-21,2017-07-25,Standard Class,GM-14500,Gene McClure,Consumer,United States,Pharr,Texas,78577,Central,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,124.404,4,0.3,-21.3264,0,0,0,0,2017,2017-07-01,Jul,Q3,4,124.404,145.7304,-0.17142857142857143,High,Loss-Making,10,441.3185,High Value
7846,CA-2015-125976,2015-09-27,2015-10-02,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,Arlington,Virginia,22204,South,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,154.9,5,0.0,69.705,0,0,0,0,2015,2015-09-01,Sep,Q3,5,154.9,85.19500000000001,0.44999999999999996,No Discount,Profitable,5,1219.983,VIP
7847,CA-2015-125976,2015-09-27,2015-10-02,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,Arlington,Virginia,22204,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,1871.88,12,0.0,561.564,1,1,1,0,2015,2015-09-01,Sep,Q3,5,1871.88,1310.3160000000003,0.3,No Discount,Profitable,5,1219.983,VIP
7848,CA-2016-128706,2016-02-27,2016-03-02,Standard Class,DW-13540,Don Weiss,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,16.192,2,0.6,-6.8816,0,0,0,1,2016,2016-02-01,Feb,Q1,4,16.192,23.0736,-0.425,Very High,Loss-Making,5,69.6672,Low Value
7849,CA-2016-104311,2016-05-02,2016-05-06,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Irving,Texas,75061,Central,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,18.936,3,0.2,-3.7872,0,0,0,0,2016,2016-05-01,May,Q2,4,18.936,22.7232,-0.19999999999999998,Medium,Loss-Making,9,64.53739999999998,Low Value
7850,CA-2016-104311,2016-05-02,2016-05-06,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Irving,Texas,75061,Central,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.672,3,0.2,-3.168,0,0,0,0,2016,2016-05-01,May,Q2,4,12.672,15.84,-0.25,Medium,Loss-Making,9,64.53739999999998,Low Value
7851,CA-2016-104311,2016-05-02,2016-05-06,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Irving,Texas,75061,Central,OFF-LA-10000973,Office Supplies,Labels,Avery 502,5.04,2,0.2,1.764,0,0,0,0,2016,2016-05-01,May,Q2,4,5.04,3.276,0.35,Medium,Profitable,9,64.53739999999998,Low Value
7852,CA-2014-169649,2014-12-09,2014-12-15,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Chicago,Illinois,60653,Central,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,8.448,2,0.2,2.9568,0,0,0,0,2014,2014-12-01,Dec,Q4,6,8.448,5.491200000000001,0.35,Medium,Profitable,7,862.8877,VIP
7853,CA-2014-169649,2014-12-09,2014-12-15,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Chicago,Illinois,60653,Central,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,20.388,2,0.8,-53.0088,0,1,0,1,2014,2014-12-01,Dec,Q4,6,20.388,73.3968,-2.5999999999999996,Very High,Loss-Making,7,862.8877,VIP
7854,CA-2015-144890,2015-12-25,2015-12-29,Standard Class,SM-20320,Sean Miller,Home Office,United States,Los Angeles,California,90049,West,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,9.96,2,0.0,4.8804,0,0,0,0,2015,2015-12-01,Dec,Q4,4,9.96,5.079600000000001,0.48999999999999994,No Discount,Profitable,5,-1980.7393,Low Value
7855,CA-2017-135587,2017-12-07,2017-12-12,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",320.64,4,0.0,89.7792,0,1,0,0,2017,2017-12-01,Dec,Q4,5,320.64,230.86079999999998,0.28,No Discount,Profitable,8,802.7898,VIP
7856,CA-2017-135587,2017-12-07,2017-12-12,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Hattiesburg,Mississippi,39401,South,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,52.0,4,0.0,23.4,0,0,0,0,2017,2017-12-01,Dec,Q4,5,52.0,28.6,0.44999999999999996,No Discount,Profitable,8,802.7898,VIP
7857,CA-2014-103429,2014-05-30,2014-06-01,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,8.9544,0,0,0,0,2014,2014-05-01,May,Q2,2,25.584,16.6296,0.35,Medium,Profitable,5,32.5767,Low Value
7858,CA-2014-103429,2014-05-30,2014-06-01,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,464.0,5,0.0,134.56,0,1,0,0,2014,2014-05-01,May,Q2,2,464.0,329.44,0.29,No Discount,Profitable,5,32.5767,Low Value
7859,CA-2014-103429,2014-05-30,2014-06-01,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,235.95,3,0.0,77.8635,0,1,0,0,2014,2014-05-01,May,Q2,2,235.95,158.0865,0.33,No Discount,Profitable,5,32.5767,Low Value
7860,CA-2014-103429,2014-05-30,2014-06-01,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,39.96,4,0.0,17.982,0,0,0,0,2014,2014-05-01,May,Q2,2,39.96,21.978,0.44999999999999996,No Discount,Profitable,5,32.5767,Low Value
7861,CA-2017-152261,2017-03-02,2017-03-06,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,18.528,4,0.7,-12.352,0,0,0,1,2017,2017-03-01,Mar,Q1,4,18.528,30.88,-0.6666666666666667,Very High,Loss-Making,8,-819.4217000000001,Low Value
7862,CA-2015-142993,2015-10-12,2015-10-17,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0.0,3.401,0,0,0,0,2015,2015-10-01,Oct,Q4,5,17.9,14.498999999999999,0.19,No Discount,Profitable,7,234.9194,Medium Value
7863,CA-2015-142993,2015-10-12,2015-10-17,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",81.96,2,0.0,0.0,0,0,0,0,2015,2015-10-01,Oct,Q4,5,81.96,81.96,0.0,No Discount,Profitable,7,234.9194,Medium Value
7864,CA-2015-143364,2015-07-14,2015-07-19,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,272.736,3,0.2,-64.7748,0,1,0,0,2015,2015-07-01,Jul,Q3,5,272.736,337.5108,-0.23750000000000002,Medium,Loss-Making,5,682.1704,High Value
7865,CA-2015-143364,2015-07-14,2015-07-19,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,18.496,4,0.2,6.7048,0,0,0,0,2015,2015-07-01,Jul,Q3,5,18.496,11.7912,0.3625,Medium,Profitable,5,682.1704,High Value
7866,CA-2015-143364,2015-07-14,2015-07-19,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,441.92,2,0.2,49.716,0,0,0,0,2015,2015-07-01,Jul,Q3,5,441.92,392.204,0.1125,Medium,Profitable,5,682.1704,High Value
7867,CA-2015-143364,2015-07-14,2015-07-19,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",127.764,6,0.7,-191.646,0,1,0,1,2015,2015-07-01,Jul,Q3,5,127.764,319.40999999999997,-1.5,Very High,Loss-Making,5,682.1704,High Value
7868,CA-2014-100972,2014-11-19,2014-11-24,Second Class,DB-13360,Dennis Bolton,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,166.44,3,0.0,79.8912,0,1,0,0,2014,2014-11-01,Nov,Q4,5,166.44,86.5488,0.48,No Discount,Profitable,5,291.0085,Medium Value
7869,CA-2016-136994,2016-05-27,2016-06-02,Standard Class,LS-17245,Lynn Smith,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",13.38,2,0.0,6.1548,0,0,0,0,2016,2016-05-01,May,Q2,6,13.38,7.225200000000001,0.45999999999999996,No Discount,Profitable,6,348.3584,High Value
7870,US-2017-166233,2017-07-03,2017-07-09,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24.0,2,0.2,-2.7,0,0,0,0,2017,2017-07-01,Jul,Q3,6,24.0,26.7,-0.1125,Medium,Loss-Making,2,-82.0074,Low Value
7871,CA-2017-122112,2017-09-25,2017-09-29,Standard Class,CA-11965,Carol Adams,Corporate,United States,Lakewood,Ohio,44107,East,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,24.448,4,0.2,8.8624,0,0,0,0,2017,2017-09-01,Sep,Q3,4,24.448,15.585600000000001,0.36249999999999993,Medium,Profitable,6,1143.3817,VIP
